STATISTIC,Statistic Label,C03171V03833,Area of Residence,C02854V03432,ICD 10 Diagnostic Group,TLIST(A1),Year,UNIT,VALUE
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE23,Mid-West,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.83
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2008,2008,No. per 1000 Pop.,2.13
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2009,2009,No. per 1000 Pop.,2.03
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2010,2010,No. per 1000 Pop.,1.88
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2011,2011,No. per 1000 Pop.,1.92
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2012,2012,No. per 1000 Pop.,1.88
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2013,2013,No. per 1000 Pop.,2.14
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2014,2014,No. per 1000 Pop.,2.14
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2015,2015,No. per 1000 Pop.,1.99
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2016,2016,No. per 1000 Pop.,2.01
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,2.17
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,2.22
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2009,2009,No. per 1000 Pop.,2.14
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2010,2010,No. per 1000 Pop.,2.23
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2011,2011,No. per 1000 Pop.,2.03
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2012,2012,No. per 1000 Pop.,2.13
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2013,2013,No. per 1000 Pop.,2.22
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2014,2014,No. per 1000 Pop.,1.91
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2015,2015,No. per 1000 Pop.,2.04
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2016,2016,No. per 1000 Pop.,2.09
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,700,Diseases of the circulatory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2007,2007,No. per 1000 Pop.,0.73
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2008,2008,No. per 1000 Pop.,0.79
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2009,2009,No. per 1000 Pop.,0.83
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2010,2010,No. per 1000 Pop.,0.75
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2011,2011,No. per 1000 Pop.,0.76
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2012,2012,No. per 1000 Pop.,0.78
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2013,2013,No. per 1000 Pop.,0.77
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2014,2014,No. per 1000 Pop.,0.8
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2015,2015,No. per 1000 Pop.,0.79
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2016,2016,No. per 1000 Pop.,0.9
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,800,Diseases of the respiratory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2007,2007,No. per 1000 Pop.,0.42
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2008,2008,No. per 1000 Pop.,0.36
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2009,2009,No. per 1000 Pop.,0.37
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2010,2010,No. per 1000 Pop.,0.36
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2011,2011,No. per 1000 Pop.,0.37
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2012,2012,No. per 1000 Pop.,0.36
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2013,2013,No. per 1000 Pop.,0.3
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2014,2014,No. per 1000 Pop.,0.34
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2015,2015,No. per 1000 Pop.,0.35
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2016,2016,No. per 1000 Pop.,0.3
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE24,South-East,1800,External causes of injury and poisoning,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2007,2007,No. per 1000 Pop.,1.82
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2008,2008,No. per 1000 Pop.,1.94
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2009,2009,No. per 1000 Pop.,1.81
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2010,2010,No. per 1000 Pop.,1.83
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2011,2011,No. per 1000 Pop.,1.89
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2012,2012,No. per 1000 Pop.,1.95
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2013,2013,No. per 1000 Pop.,1.97
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2014,2014,No. per 1000 Pop.,1.91
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2015,2015,No. per 1000 Pop.,1.92
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2016,2016,No. per 1000 Pop.,2
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,200,Neoplasms,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2007,2007,No. per 1000 Pop.,2.39
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2008,2008,No. per 1000 Pop.,2.53
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2009,2009,No. per 1000 Pop.,2.19
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2010,2010,No. per 1000 Pop.,2.09
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2011,2011,No. per 1000 Pop.,2.07
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2012,2012,No. per 1000 Pop.,2.15
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2013,2013,No. per 1000 Pop.,2.14
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2014,2014,No. per 1000 Pop.,2.09
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2015,2015,No. per 1000 Pop.,2.07
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2016,2016,No. per 1000 Pop.,2.17
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,700,Diseases of the circulatory system,2017,2017,No. per 1000 Pop.,
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2007,2007,No. per 1000 Pop.,0.72
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2008,2008,No. per 1000 Pop.,0.75
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2009,2009,No. per 1000 Pop.,0.72
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2010,2010,No. per 1000 Pop.,0.63
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2011,2011,No. per 1000 Pop.,0.67
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2012,2012,No. per 1000 Pop.,0.67
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2013,2013,No. per 1000 Pop.,0.72
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2014,2014,No. per 1000 Pop.,0.69
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2015,2015,No. per 1000 Pop.,0.77
G0315,"Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease",IE25,South-West,800,Diseases of the respiratory system,2016,2016,No. per 1000 Pop.,0.79
